gemeente_naam,population,num_households,avg_income_household,median_income_household,pct_migration_background,votes_total,50PLUS_share_pct,BBB_share_pct,BIJ1_share_pct,BELANG_VAN_NEDERLAND_BVNL_share_pct,CDA_share_pct,CHRISTENUNIE_share_pct,D66_share_pct,DE_LINIE_share_pct,DENK_share_pct,ELLECT_share_pct,FNP_share_pct,FORUM_VOOR_DEMOCRATIE_share_pct,GROENLINKS_PARTIJ_VAN_DE_ARBEID_PVDA_share_pct,JA21_share_pct,LP_LIBERTAIRE_PARTIJ_share_pct,NL_PLAN_share_pct,NIEUW_SOCIAAL_CONTRACT_NSC_share_pct,PVV_PARTIJ_VOOR_DE_VRIJHEID_share_pct,PARTIJ_VOOR_DE_DIEREN_share_pct,PARTIJ_VOOR_DE_RECHTSSTAAT_share_pct,PIRATENPARTIJ_share_pct,SP_SOCIALISTISCHE_PARTIJ_share_pct,STAATKUNDIG_GEREFORMEERDE_PARTIJ_SGP_share_pct,VVD_share_pct,VOLT_share_pct,VREDE_VOOR_DIEREN_share_pct,VRIJ_VERBOND_share_pct,econ_CENTERLEFT_share_pct,econ_CENTERRIGHT_share_pct,econ_LEFT_share_pct,econ_RIGHT_share_pct,mig_CONSERVATIVE_share_pct,mig_EXTREME_CONSERVATIVE_share_pct,mig_EXTREME_PROGRESSIVE_share_pct,mig_PROGRESSIVE_share_pct
ALPHEN-CHAAM,10539.0,4400.0,73300.0,59200.0,16.3558106169297,7023.0,1.5093264986473016,6.435996013099815,0.08543357539513029,0.22782286772034746,15.890645023494232,0.11391143386017373,14.43827424177702,0.028477858465043433,0.34173430158052115,0.0,0.014238929232521716,4.6703687882671225,6.80620817314538,7.019792111633205,0.014238929232521716,0.042716787697565144,0.25630072618539085,16.44596326356258,1.1106364801366937,0.0,0.08543357539513029,1.096397550904172,0.08543357539513029,22.483269258151786,0.6265128862309555,0.15662822155773887,0.014238929232521716,14.566424604869715,17.4426883098391,2.40637904029617,40.652142958849495,39.925957567990885,18.154634771465187,1.9792111633205183,15.007831411077888
ALTENA,58726.0,23700.0,65900.0,55200.0,10.803157714089583,37472.0,1.1128309137489325,2.7807429547395386,0.03736122971818958,0.16278821520068318,16.35621263877028,4.864965841161401,7.811165670367208,0.032023911187019645,0.24017933390264734,0.0,0.01868061485909479,6.1859521776259605,4.723526900085397,6.572907771135782,0.061379163108454315,0.0266865926558497,0.3175704526046114,21.426665243381727,0.894000853970965,0.0,0.03736122971818958,1.0327711357813834,12.846925704526047,11.987617421007686,0.4083048676345004,0.061379163108454315,0.0,12.694812126387705,17.495730145175063,1.6785866780529464,27.559244235695985,29.48334756618275,15.571626814688301,1.4010461144321094,12.972352690008542
AMELAND,3800.0,1800.0,,44200.0,11.060507482108003,3127.0,1.18324272465622,8.794371602174609,0.0,0.25583626479053406,16.117684681803645,1.311160857051487,12.472017908538536,0.0,0.12791813239526703,0.0,1.1192836584585866,5.692356891589383,9.401982731052126,7.483210745123121,0.06395906619763352,0.0,0.35177486408698433,15.38215542053086,0.9593859929645028,0.03197953309881676,0.06395906619763352,1.6629357211384712,0.35177486408698433,15.701950751519028,1.3431403901503038,0.12791813239526703,0.0,14.90246242404861,17.300927406459866,2.622321714102974,37.703869523504956,33.03485769107771,21.96993923888711,2.430444515510074,15.09433962264151
AMERSFOORT,163298.0,72400.0,63200.0,53200.0,28.317627066275296,100996.0,1.0911323220721614,1.1822250386153907,0.37229197195928554,0.13267852192166027,11.178660541011526,3.4694443344290864,21.93948275179215,0.04653649649491069,4.252643669056201,0.0,0.02277317913580736,3.3734009267693774,16.969979009069664,5.063566873935602,0.14753059527109985,0.04158580537843083,0.3871440453087251,10.335062774763356,2.6743633411224206,0.0,0.11287575745574081,1.8119529486316288,1.0109311259851876,12.560893500732703,1.6772941502633767,0.11881658679551667,0.026733732028991247,25.43170026535704,12.311378668462117,9.20828547665254,22.253356568576976,24.872272169194822,9.665729335815282,4.842766050140599,29.823953423897972
AMSTELVEEN,95822.0,44100.0,71800.0,49500.0,52.973527709067945,45326.0,1.292856197326038,1.5487799496977452,0.5868596390592595,0.15002426863169044,8.240303578520054,1.056788598155584,23.858271190927944,0.0,2.0606274544411596,0.0,0.0,2.7158805100825134,16.562238009089704,5.036844195384547,0.07501213431584522,0.05515598111459207,0.30887349424171556,10.739972642633369,2.475400432422892,0.0,0.12354939769668623,1.815734898292371,0.30887349424171556,19.25605612672638,1.4892114900939857,0.2250364029475356,0.017649913956669462,24.91505978908353,9.588315756960684,6.9606848166615185,28.575210695847858,28.844371883687067,9.301504655164806,4.776507964523674,27.116886555178045
AMSTERDAM,934526.0,498000.0,58400.0,40100.0,59.64114485742971,428839.0,0.7079579982231095,0.6540916287930902,2.3533307371764227,0.13781395815212702,3.883975104876189,1.0943500940912556,23.945350119741907,0.0,7.441953740214859,0.013524889294117373,0.0,2.0096119989086816,27.13699080540716,2.603308001371144,0.11146374280324317,0.045238422811358106,0.24951088870182048,6.88976515662055,5.551034304249381,0.02635021534888385,0.19004801335699412,2.6424835427747944,0.17908818927383005,9.718332521062683,2.1707447317058386,0.24368119504056301,0.0,25.03970021383316,4.637171525910657,17.950792721744058,15.025219254778598,14.395379151616341,5.267011629072916,10.318790968172205,32.67170196740501
APELDOORN,168551.0,75900.0,60700.0,49300.0,21.177082559262836,102819.0,1.6271311722541555,2.2379132261546992,0.13713418726110932,0.20716015522422898,12.648440463338487,2.9585971464418055,17.500656493449654,0.0,1.8167848354876046,0.0,0.03404040109318317,4.692712436417393,11.55525729680312,5.955125025530301,0.06808080218636633,0.0,0.40459448156469136,15.049747614740467,1.679650648226495,0.0,0.09142279150740622,1.6456102471333118,3.9000573823904143,14.656824127836297,0.9249263268462056,0.18965366323344907,0.018479074879156576,20.49329404098464,14.275571635592643,4.839572452562271,27.56105389081785,28.93239576342894,12.885750688102394,2.931364825567259,22.419980742858804
ARNHEM,169364.0,83900.0,50400.0,40200.0,36.62774223375539,89639.0,1.1133546782092616,1.1144702640591708,0.8132620845837192,0.14948850388781668,7.148674126217383,1.3677082519885317,21.582123852341056,0.0,3.8833543435335063,0.0,0.031236403797454234,3.6992826782985087,20.83914367630161,4.1533261192115045,0.12383002933990786,0.0,0.4049576635169959,13.417151016856502,4.21914568435614,0.0,0.15171967558763486,2.7856178672229723,0.3547563002710874,10.44969265609835,1.944466136391526,0.237619786030634,0.015618201898727117,22.98106850812704,8.262028804426645,11.249567710483163,19.432389919566262,18.711721460524995,8.967079061569184,7.214493691362019,27.03176072914691
ASSEN,70392.0,32400.0,54000.0,45900.0,19.41256634629178,43286.0,1.6079101788107009,2.4650002310215773,0.2032989881254909,0.21716028277041075,12.507508201265999,4.79369773136811,17.55995009933928,0.0,0.7577507739222843,0.0,0.09702906251443885,4.6296724114032255,15.12960310493,4.902277872753316,0.08316776786951902,0.0,0.4943861756688075,14.314096936653883,1.7049392413251399,0.0,0.0,3.0125213694959108,1.0788707665295938,13.380769763895946,0.891743288823176,0.16864575151319133,0.0,22.450676893221825,14.1154183800767,3.7263780437092824,25.37772027907406,27.496188143972645,11.996950515178117,2.968627269786998,23.20842766714411
ASTEN,17385.0,7400.0,66100.0,52600.0,13.48460760225466,11257.0,2.043173136714933,5.010215865683574,0.08883361463977969,0.15101714488762547,17.32255485475704,0.15101714488762547,14.133428089188948,0.026650084391933906,0.4352847117349205,0.0,0.03553344585591187,3.9264457670782624,6.937905303366794,8.288176245891446,0.12436706049569156,0.07106689171182375,0.3286843741671849,17.820023096739806,0.9505196766456426,0.0,0.06218353024784578,1.5990050635160342,0.08883361463977969,19.5167451363596,0.8083858932219952,0.07106689171182375,0.008883361463977968,14.319978679932484,19.436794883183797,2.4162743182020074,36.77711646086879,38.9535400195434,17.251487963045214,1.9188060762192414,14.82633028337923
BAARLE-NASSAU,7205.0,3100.0,62700.0,49700.0,29.58083832335329,4512.0,1.5070921985815602,8.77659574468085,0.08865248226950355,0.13297872340425532,13.608156028368795,0.3546099290780142,11.325354609929079,0.06648936170212766,0.22163120567375888,0.0,0.022163120567375887,6.62677304964539,6.050531914893617,7.757092198581559,0.06648936170212766,0.022163120567375887,0.22163120567375888,22.562056737588655,1.196808510638298,0.0,0.08865248226950355,1.2411347517730498,0.19946808510638298,17.02127659574468,0.6205673758865249,0.19946808510638298,0.022163120567375887,11.702127659574469,15.13741134751773,2.415780141843972,40.270390070921984,32.15868794326241,23.22695035460993,2.1054964539007095,12.034574468085108
BAARN,25184.0,11200.0,72000.0,51800.0,21.486284289276806,15860.0,1.399747793190416,1.7087011349306431,0.16393442622950818,0.12610340479192939,11.740226986128626,1.8284993694829759,22.206809583858764,0.06305170239596469,1.582597730138714,0.0,0.018915510718789406,3.7452711223203026,13.90920554854981,5.308953341740227,0.11349306431273644,0.031525851197982346,0.3341740226986129,11.166456494325347,2.200504413619168,0.0,0.11349306431273644,1.4438839848675915,1.0277427490542244,18.095838587641865,1.5258511979823455,0.13871374527112232,0.006305170239596469,24.05422446406053,13.171500630517023,5.725094577553594,28.928121059268598,31.267339218158888,10.825977301387137,4.029003783102144,25.756620428751575
BARENDRECHT,48550.0,19700.0,73600.0,62500.0,29.52107181356193,29428.0,1.7024602419464456,1.1043903765121652,0.40097865977980157,0.10534185129808346,13.218703275791762,1.868968329482126,14.751257305967105,0.04417561506048661,4.2034796792170726,0.0,0.02378686964795433,4.196683430746228,8.189479407367134,8.872502378686965,0.05097186353133071,0.0,0.30922930542340626,17.374609215712926,1.2641022155770014,0.0,0.06796248470844095,1.3728421911105069,4.125322821802365,15.97118390648362,0.6082642381405464,0.142721217887726,0.030583118118798422,16.644012505097184,14.921163517738208,6.687508495310589,30.219518825608265,30.89234742422183,14.217751801005846,2.416066331385075,20.946037787141496
BARNEVELD,63152.0,23600.0,69600.0,58100.0,11.350746864765556,39961.0,0.5530392132329021,3.593503666074423,0.047546357698756286,0.13262931358074123,15.845449313080254,6.376216811391107,6.23608017817372,0.0,1.0159905908260554,0.0,0.03503415830434674,5.482845774630264,3.423337754310453,5.377743299717224,0.055053677335402014,0.0,0.2052000700683166,14.153799954956082,0.6055904506894222,0.0,0.03503415830434674,0.6406246089937689,24.82920847826631,11.023247666474813,0.2702635069192463,0.055053677335402014,0.007507319636645729,12.647331147869172,16.398488526313155,2.0294787417732287,25.484847726533367,27.421736192787968,14.454092740421912,0.9784539926428267,13.70586321663622
BEEKDAELEN,35824.0,16300.0,60800.0,51100.0,17.006755345079743,22569.0,1.7457574549160353,2.85790243254021,0.09747884266028622,0.23483539368159864,15.157960033674508,0.43422393548672955,12.752004962559264,0.06646284726837698,0.2392662501661571,0.0,0.04873942133014311,5.139793522087819,10.093491071824182,6.043688244937746,0.062031990783818505,0.0,0.45194736142496345,25.570472772386903,1.2982409499756302,0.0,0.0886171296911693,1.9540077096902833,0.2038193982896894,14.431299570206921,0.7399530329212637,0.28800567149630024,0.0,13.234968319376136,16.903717488590544,2.751561876910807,28.539146617041073,31.335017058797465,14.107847046834152,2.4236784970534804,13.562851699233462
BEESEL,13524.0,6000.0,56300.0,48600.0,19.781553398058254,8058.0,2.146934723256391,2.5564656242243733,0.03723008190618019,0.1737403822288409,14.767932489451477,0.2482005460412013,12.906428394142466,0.12410027302060064,1.4519731943410277,0.0,0.04964010920824026,4.306279473814842,8.091337800943162,7.073715562174236,0.04964010920824026,0.0,0.2606105733432614,29.027053859518492,1.0548523206751055,0.0,0.11169024571854058,1.4767932489451476,0.02482005460412013,13.452469595433108,0.4964010920824026,0.11169024571854058,0.0,13.204269049391907,16.91486721270787,3.263837180441797,27.51303052866716,30.367336808140976,14.060560933234052,1.7001737403822288,14.767932489451475
